collection,name,price,img
Noodles & Pasta,Sliver Line Noodles (400g) 五木银丝面,RM11.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_spec1photo_60300020_dzpf3_tw_large.jpg?v=1651902979
Noodles & Pasta,东北大米 （2.5KG）,RM39.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/1_2f113075-6122-4098-8715-ec508ba5ef82_large.jpg?v=1639984974
Noodles & Pasta,Yes Natural Original Yee Mee 原味伊面 （375g),FromRM7.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/oriyeemee_large.jpg?v=1657597281
Noodles & Pasta,Yes Natural Pumpkin Yee Mee 金瓜伊面 （375g）,FromRM7.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/pumpkinyeemee_large.jpg?v=1657597418
Dry Food,Vegetarian Chops 素豆排 (300g),RM19.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/cbd758a9e8732edb2cbc4492b67d15cb_large.jpg?v=1668056676
Dry Food,Vegetarian Strips 素豆条 (300g）,RM19.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/342cb8dea59d96fe80a57dd33f4e9135_large.jpg?v=1668056318
Dry Food,Vegetarian Slices 素豆片 (300g),RM19.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/60530001-S_large.jpg?v=1637919939
Dry Food,Vegetarian Piece  (300g) 素豆块,RM19.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_spec1photo_60530002_v4rvs_tw_large.jpg?v=1637919809
Dry Food,里仁素豆片,RM19.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_spec1photo_60530001_nu9vi_tw_large.jpg?v=1668056978
Dry Food,YES NATURAL Organic Kelp 悦意有机海带 (150gm）,RM19.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/f3e790e115f731ce8343c146b927839f_large.jpg?v=1605452939
Dry Food,Organic Black Fungus （200g）有机黑木耳,RM39.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/f8cb651292d9cd4837bffdd8765f7d1c_large.jpg?v=1599638234
Dry Food,Dried Salted Mustard Leaves (100g) 梅干菜,RM19.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/DriedSaltedMustardLeaves_100g_large.jpg?v=1600160636
Dry Food,Sayuran Ikan Bilis 一枝秀（220g）,RM11.30MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/901674710dcfbaddc67e040c567018f8_large.jpg?v=1599639358
Dry Food,Organic Mushroom 有机香菇(100g),RM35.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/3b00d1d74a9dd211ffe4e89c9f307e3e_large.jpg?v=1602775743
Dry Food,Organic White Fungus 信州有机银耳 (100g）,RM24.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/image_83bc31ff-20d6-42ca-97e7-a91c785fa120_large.jpg?v=1608628180
Dry Food,Yes Natural Organic Laver Dried Seaweed 悦意有机紫菜（60g）,RM27.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/5fba9b3139040b216b56073f13690978_large.png?v=1599638703
Dry Food,Organic Hulled Millet 有机去壳小米 500g,RM8.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/Organic_Quinua_RealA__Rice_Soffiette__G_large.webp?v=1651728290
Dry Food,Dried Wakame 200g 藻乐儿干裙带菜 200g,RM29.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/BRC_large.png?v=1651900368
Dried Herbs,Preventive Tea (Herbs Pack)     防疫茶（草药包装）,RM9.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/WeChat_Image_20220113102422-removebg-preview_1_large.png?v=1642055738
Dried Herbs,Detoxification herb pack (Chinese Medicine ) (Only Suitable for COVID-19)（1pack）清肺排毒汤 (药材) （仅适用于 COVID-19）,RM22.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/WhatsAppImage2021-02-01at13.37.30_large.jpg?v=1620288347
Dried Herbs,Organic Dried Goji Berry 里仁有机枸杞子 (150g),RM56.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/x2_2682fe7b-77df-486c-88d1-7d4ef614c693_large.png?v=1624351061
Dried Herbs,Organic Dried Large Jujubes 有機大紅棗-盒裝 （300g),RM48.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/x2_33e36b3c-7578-432a-9ef4-a04784e9c3a6_large.png?v=1597742331
Dried Herbs,Organic Dried Luo Han 有机罗汉果,RM5.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/9ba077030bb06f2dd4e72cd89eed1314_large.jpg?v=1610636525
Dried Herbs,Drieds Burdock Slices (100g) 牛蒡原片,RM33.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/0c5b8eac3fb0379bb881bce5b2fe80d2_large.jpg?v=1595486677
Dried Herbs,Preventive Tea (Liquid Pack)     防疫茶 (中药液）100ml/pack - Contact us in Whatapps for more info,RM35.00MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/WhatsAppImage2021-09-17at2.00.32PM_large.jpg?v=1631858647
Household & Lifestyle,Concentrated Liquid Laundry (1800ml) 活力净洗衣精,RM56.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/3_216cbac4-a212-4d28-a5db-c55a09486ca2_large.jpg?v=1595322746
Household & Lifestyle,Concentrated Liquid Laundry Detergent (1500ml) 活力淨洗衣精補充包,RM45.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/c021783ad5a79c6528d09267b051d414_large.jpg?v=1595318261
Household & Lifestyle,Natural Laundry Bar (200g),RM19.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_spec1photo_30600009_qf3ps_tw_large.jpg?v=1655261866
Household & Lifestyle,Washing Soda Powder (500g),RM14.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/746ad6d33026432fdadc31000be323c2_large.jpg?v=1599540662
Household & Lifestyle,Concentrated Laundry Powder (1.8kg) 活力净超浓缩洗衣粉,RM49.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/12_1.8kg.43.90_large.jpg?v=1605097178
Household & Lifestyle,Laundry Oxygen Bleach (Chlorine free) (500g) 活力净衣物去渍粉,RM19.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/500g_large.jpg?v=1605098251
Household & Lifestyle,Foamless toothpaste (144g) 无泡沫牙膏,RM16.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/60882a3e4e14f520c236a4b5e1837ad4_large.jpg?v=1605097766
Household & Lifestyle,Natural Foamless Toothpaste (50g) 天然无泡沫牙膏 (小）,RM9.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/50g_b60fc048-88dc-4ae7-a5c3-668b7a4f2fde_large.jpg?v=1651123311
Household & Lifestyle,Natural Foamless Toothpaste（144g)  天然无泡沫牙膏 （大）,RM23.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/144g_large.jpg?v=1605097447
Household & Lifestyle,Pomelo Soap (100g) 柚子皂,RM7.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/06f209a225cb8f93da3d76a74aaf8582_large.jpg?v=1595321762
Household & Lifestyle,Peppermint Soap (100g),RM7.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/0c3a02f737029ba563d69ae1788c7a2a_large.jpg?v=1605452673
Household & Lifestyle,Unscented Soap (100g),RM7.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/baf543e9c096336b792ae7c734bfeca1_large.jpg?v=1595321512
Household & Lifestyle,Aloe Soap (100g) 芦荟皂,RM17.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/9f00896db92125aeebecba6709e2fd4b_large.jpg?v=1595323083
Household & Lifestyle,Ctironella Soap（100g）香茅手工皂,RM17.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/39a934cd23020a768c910234fd1a1425_large.jpg?v=1605096444
Household & Lifestyle,Citronella Oil (100cc) 香茅油,RM69.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/2_d11e1d0b-5b98-40a8-b598-149589b279b2_large.jpg?v=1605096841
Household & Lifestyle,Sea Magic Natural Dish Wash (1kg),RM11.50MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/image_bee4a32c-8636-4c25-803d-a8170c48440c_large.jpg?v=1635153840
Household & Lifestyle,Dr. Ros Classic Enzyme  (1400ml),RM25.00MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/Dr.RosClassicEnzyme_1400ml_large.jpg?v=1603514269
Household & Lifestyle,ENJOYIOI矽膠布防漏食物袋-海洋圓點 Silicone Cloth Leakproof Food Bag-Ocean Dot,RM178.00MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210416144902_l3n_tw_large.jpg?v=1632212417
Household & Lifestyle,ENJOYIOI矽膠布防漏食物袋-海底世界 Silicone Cloth Leakproof Food Bag-Underwater World,RM178.00MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20210416144346_id6_tw_large.jpg?v=1632212503
Household & Lifestyle,Aged Peppermint Oil 陈年薄荷油,RM29.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/30500002-2_large.jpg?v=1632820549
宗教用品,"悦意- 酥油灯 2 小时 butter Oil Candle Light ，100 pcs / Box,  24 box/ Ctn",RM24.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/O1CN01Gd4eDx1ueRXpZXiz1__16006062.jpg_400x400_97a49ad5-1d80-41c1-913e-4a6bc5b8b674_large.jpg?v=1631067124
宗教用品,"悲智香- 檀香 (中盘)  Prajna Incense Sandalwood ( Medium Coil) 48 pcs, 88g",RM79.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20160310101110_6q4_tw_large.jpg?v=1631073318
宗教用品,"YN - 4 hour Butter Oil Candle Light 悦意- 4 小时酥油灯  - 100 Pcs/ Box, 8 Box/ Ctn",RM38.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/O1CN01Gd4eDx1ueRXpZXiz1__16006062.jpg_400x400_67e037f2-35ae-4fdc-b911-ba7780203a03_large.jpg?v=1631067874
宗教用品,"悲智香-檀香 (微盘) Prajna Incense Sandalwood (Mini Coil) - 48 Pcs, 50g",RM59.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20160310101110_6q4_tw_1_large.jpg?v=1631073574
宗教用品,"Products 悲智香-檀香 (7 寸卧) Prajna Incense Sandalwood 7“ , 112g",RM75.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20160511175440_jy5_tw_large.jpg?v=1631073735
宗教用品,"悲智香- 藥香 (中盤) Prajna Incense Herbal ( Medium Coil) 48 pcs, 88g",RM79.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20160310101550_t01_tw_large.jpg?v=1631075717
宗教用品,悲智香-檀香(卧)  Prajna Incense Sandalwood 450 g,RM239.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20160310095020_ze9_tw_large.jpg?v=1631075914
宗教用品,"悲智香- 藥香 ( 7 寸卧 )  Prajna Incense Herbal Stick 7' , 112g",RM72.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20160310101654_aeb_tw_large.jpg?v=1631075746
宗教用品,"悲智香- 藥香 (微盤) Prajna Incense Herbal ( Mini Coil) 48 pcs, 50g",RM59.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_photo_20160310101507_nz6_tw_large.jpg?v=1631071917
宗教用品,3 天大莲花烛,RM12.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/image_fb68be13-04c3-4292-8de2-0245bfc05b64_large.jpg?v=1631075612
宗教用品,"YN-8 hour Butter Oil Candle Light 悦意-8 小时酥油灯  - 50 Pcs/ Box, 10 Box/ Ctn",RM44.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/O1CN01Gd4eDx1ueRXpZXiz1__16006062.jpg_400x400_10bd06e3-101a-46ae-9dd4-542dc22798ed_large.jpg?v=1631068024
Beverage,Drieds Burdock Slices (100g) 牛蒡原片,RM33.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/0c5b8eac3fb0379bb881bce5b2fe80d2_large.jpg?v=1595486677
Beverage,Organic Instant Baby Oats (500g),RM9.40MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/healthparadisebabyoats_large.jpg?v=1602488576
Beverage,Organic Rolled Oats (500g),RM9.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/healthparadiserolledoats_large.jpg?v=1602488733
Beverage,Dark Prune Juice 乌梅汁 (1000cc),RM19.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_spec1photo_61200014_55r5v_tw_large.jpg?v=1656316412
Beverage,Black sesame powder (250g) 黑芝麻粉（250g）,RM25.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/WhatsAppImage2021-04-13at13.00.41_1_large.jpg?v=1618292049
Beverage,里仁有机黑豆粉 300g,RM27.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_spec1photo_61310003_66m4h_tw_large.jpg?v=1624081731
Beverage,Decoction for clearing lung & detoxification (Liquid Pack ) 清肺排毒汤 (中药液) 125ml - Contact us in Whatapps,RM90.00MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/WhatsAppImage2021-09-17at2.00.32PM_1_large.jpg?v=1631859196
Beverage,"Coffee Tree Patience Australia Coffee (Cappuccino, Cafe Latte, Hot Chocolate, Milk Tea)",FromRM25.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/25bcbd5be2ba9d1b1d771194172a2a14_large.jpg?v=1631172655
Beverage,Pure certified Soy Milk Powder,RM19.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/image_0b49a016-f3f9-407c-9537-8dbb3428447f_large.jpg?v=1635153024
Beverage,Mulberry Preserved 桑椹果粒茶 400g,RM39.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_spec1photo_60910011_2a3is_tw_large.jpg?v=1651726008
Beverage,乌梅汁 Dark Prune Juice (360cc),RM8.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_spec1photo_61200013_3v50w_tw_105f9218-4c22-4306-8dd6-a66f7b7f51bc_large.jpg?v=1655198234
Beverage,Organic Tremella 光茵樂活有機鮮銀耳 280g,RM19.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_spec1photo_61630035_m3t75_tw_large.jpg?v=1655198763
Beverage,LeeZen Plum Fruit Jelly 里仁梅精果凍 130g,RM5.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_spec1photo_61120017_mqcf1_tw_large.jpg?v=1655284077
Beverage,LZ PLUM SUGAR JELLO 里仁梅子果凍 130g,RM5.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_spec1photo_61120026_89w6u_tw_large.jpg?v=1656390305
Beverage,Calamansi Sparkling Vineger 250ml,FromRM11.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/YellowDrinkSalePromoInstagramPost_5_large.png?v=1668052950
Noodles & Pasta,Lz Sichuan Pepper Noodles 里仁椒麻乾拌麵 110g,RM7.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/1_72869c53-fd91-4a93-a2fe-a8b04e4cec01_large.jpg?v=1645148615
Paste & Seasonings,Sesame Paste 芝麻醬 (240g),RM31.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/d3cec75241ac4579ed05b47bca0c7f7c_f98f3484-466a-4c36-8a77-32fb6f8a5afe_large.jpg?v=1625709463
Paste & Seasonings,LZ ORGANIC SEASONED MIXED MUSHROOMS  有機綜合菇  150G,RM14.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/61000017-2_large.jpg?v=1631524577
Paste & Seasonings,Stewed Minced Soy Protein (150g) x 1 pcs，素噜,RM9.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/3_6d01072e-b113-4401-bc0a-c2cbf24e4454_large.jpg?v=1668053519
Paste & Seasonings,Gluten puff with chickpea (170g) 雪莲子面筋,RM8.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/1_3bc137fb-db63-478e-a7bc-127d1c118b0e_large.jpg?v=1668055903
Paste & Seasonings,Fermented Black Beans 乾豆豉 200g,RM21.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_spec1photo_6100100710_eetnx_tw_large.jpg?v=1634548420
Paste & Seasonings,Hot & Spicy Turnip (155g) 调味便当菜,RM26.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/26dc985685019b1555d707f1deccc9aa_large.jpg?v=1595653418
Paste & Seasonings,Organic Brown Rice Vinegar 有机糙米醋,RM16.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/Picture1_a6e365cd-5638-49b4-89be-8d2f246a4dbb_large.png?v=1636599744
Paste & Seasonings,Unrefined Raw Molasses Sugar,RM11.50MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/6a0f48436f03bf48e8c7f28f9f150b4c_large.png?v=1651728773
Paste & Seasonings,桂夫人蔬菜调味料 Vegetable Seasoning (L) 500g,RM32.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/1_1b44ffc8-ece6-48de-b2aa-f340be5f3bac_large.png?v=1651826587
Paste & Seasonings,Matsutake kombu Vegetarian Oyster-flavoured Sauce 松栮昆布素蚝油 280g,RM29.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/WhatsAppImage2022-07-11at6.06.59PM_9_large.jpg?v=1657534691
Paste & Seasonings,New product Package  松栮昆布素蚝油 + 味极鲜酱油,RM45.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/CreamandBrownCreativeFoodPackageInstagramPost_1_large.png?v=1657615238
Household & Lifestyle,AIREX SEAT CUSHION,RM98.00MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/WhatsAppImage2021-09-09at12.21.18AM_large.jpg?v=1631152070
Health Snacks,Instant Veggie Porridge (350g) 野菜糙米粥,RM35.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/c16e324898cf0195bbe902b25c4d4d8c_large.jpg?v=1595653117
Health Snacks,LZ PLUM SUGAR JELLO 里仁梅子果凍 130g,RM5.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_spec1photo_61120026_89w6u_tw_large.jpg?v=1656390305
Health Snacks,LeeZen Plum Fruit Jelly 里仁梅精果凍 130g,RM5.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/product_spec1photo_61120017_mqcf1_tw_large.jpg?v=1655284077
Health Oil,100% Pure Rice Bran Oil (1L) 纯米糠油,RM16.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/100_PureRiceBranOil_large.jpg?v=1602489189
Health Oil,Organic Cooking Coconut Oil (750ml),RM25.90MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/BLOSSOMWELLNESSOrganicCookingCoconutOil_750ml_large.jpg?v=1602752188
Health Oil,Coconut Cooking Oil (2L) 椰油,RM41.50MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/coconutcookingoil_large.jpg?v=1602754640
Health Oil,Blossom Care Premium 100% Pure MCT Oil (250ml),RM68.00MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/BlossomCarePremium100_PureMCTOil_250ml_large.png?v=1602751727
Health Oil,Black Cumin Oil (100ml),RM188.00MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/image_cb545bfa-0a04-4e62-90b7-bc4ed3a6697b_large.jpg?v=1609655731
Health Oil,Divo oil (1 litre),FromRM22.70MYR,//cdn.shopify.com/s/files/1/0415/3573/3919/products/007047-Olive-Oil_large.jpg?v=1636962739
